Mã SV,Mã HP,Time slot
D920590492,B33544E1,17
D920591824,B33544E1,17
D920602278,F13I03E1,17
D920610206,F321Q2E1,17
D920617331,B33544E1,17
D920629574,F13I03E1,17
D920636804,G13MM2E1,17
D920640890,B33544E1,17
D920643994,B33544E1,17
D920646124,B33544E1,17
D920657120,C13567E1,17
D920678354,G13MM2E1,17
D920703092,B33544E1,17
D920713541,C82MHAE1,17
D920740499,B33544E1,17
D920744855,G13MM2E1,17
D920748510,B33544E1,17
D920764749,B33544E1,17
D920777716,B33544E1,17
D920790612,F331Z8E1,17
D920796809,B33544E1,17
D920842748,B33544E1,17
D920859078,C13567E1,17
D920877876,C13567E1,17
D920887163,F321Q2E1,17
D920893153,F13I03E1,17
D920895870,C13567E1,17
D920913288,C13567E1,17
D920924963,B33544E1,17
D920935903,B33544E1,17
D920935958,B33544E1,17
D920939510,B33544E1,17
D920960020,B33544E1,17
D920966402,F13I03E1,17
D921008185,F13I03E1,17
D921018139,F331Z8E1,17
D921022228,B33544E1,17
D921067171,G13MM2E1,17
D921075590,B33544E1,17
D921087593,F13I03E1,17
D921102449,C13567E1,17
D921104915,B33544E1,17
D921126906,B33544E1,17
D921186656,B33544E1,17
D921198110,B33544E1,17
D921198981,C13567E1,17
D921203562,B33544E1,17
D921243111,G13MM2E1,17
D921251208,B33544E1,17
D921251219,B33544E1,17
D921316895,F13I03E1,17
D921347475,F331Z8E1,17
D921430700,B33544E1,17
D921459284,C82MHAE1,17
D921463591,B33544E1,17
D921472456,B33544E1,17
D921500656,G13MM2E1,17
D921528362,B33544E1,17
D921528731,L82113E1,17
D921641959,B33544E1,17
D921642727,C13567E1,17
D921807452,B33544E1,17
D921825227,F331Z8E1,17
D921944573,B33544E1,17
D922030248,B33544E1,17
D922038392,B33544E1,17
D922054129,B33544E1,17
D922099290,B33544E1,17
D922100884,B33544E1,17
D922101135,F321Q2E1,17
D922140846,F331Z8E1,17
D922168253,B33544E1,17
D922411067,B33544E1,17
D922414839,B33544E1,17
D922434516,B33544E1,17
D922434790,B33544E1,17
D922434837,B33544E1,17
D922480018,C12328E1,17
D922744736,B33544E1,17
D923126599,C13567E1,17
D923490249,C82MHAE1,17
D926904217,F13I06E1,17
D928382488,G13MM2E1,17
D930091125,C12328E1,17
D930216717,C12328E1,17
D930229991,C82MHAE1,17
D930410706,F321Q2E1,17
D931197693,C12328E1,17
D931903278,C82MHAE1,17
D935002816,F321Q2E1,17
D935009893,C82MHAE1,17
D935031126,F321Q2E1,17
D935044975,F321Q2E1,17
D935055959,L82113E1,17
D935091245,C12328E1,17
D935095243,C82MHAE1,17
D935099872,F321Q2E1,17
D935101315,F321Q2E1,17
D935106044,L82113E1,17
D935107498,F321Q2E1,17
D935129238,L82113E1,17
D935130902,F321Q2E1,17
D935135712,F321Q2E1,17
D935136270,F321Q2E1,17
D935145906,L82113E1,17
D935147586,L82113E1,17
D935150221,C12328E1,17
D935152513,L82113E1,17
D935157345,F321Q2E1,17
D935166336,F321Q2E1,17
D935172979,L82113E1,17
D935179200,C12328E1,17
D935206942,F321Q2E1,17
D935213135,F321Q2E1,17
D935214372,F321Q2E1,17
D935216206,F321Q2E1,17
D935217775,L82113E1,17
D935234978,C12328E1,17
D935235735,F321Q2E1,17
D935246177,F321Q2E1,17
D935250794,C12328E1,17
D935250956,F321Q2E1,17
D935253153,C82MHAE1,17
D935254024,C12328E1,17
D935254541,L82113E1,17
D935276587,F321Q2E1,17
D935276602,C12328E1,17
D935280078,L82113E1,17
D935280470,F321Q2E1,17
D935281112,F321Q2E1,17
D935287631,J5BSMAE1,17
D935291993,C82MHAE1,17
D935295935,F321Q2E1,17
D935303012,F321Q2E1,17
D935305496,F321Q2E1,17
D935307272,F321Q2E1,17
D935308888,C12328E1,17
D935317879,F321Q2E1,17
D935326446,F321Q2E1,17
D935332757,F321Q2E1,17
D935341232,F321Q2E1,17
D935344750,C12328E1,17
D935360794,F321Q2E1,17
D935378733,F321Q2E1,17
D935404054,F321Q2E1,17
D935415968,C12328E1,17
D935431979,C82MHAE1,17
D935436572,C82MHAE1,17
D935448726,F321Q2E1,17
D935456709,F321Q2E1,17
D935459799,F321Q2E1,17
D935462261,C12328E1,17
D935474079,F321Q2E1,17
D935474884,F321Q2E1,17
D935513127,C12328E1,17
D935514102,F321Q2E1,17
D935525315,F321Q2E1,17
D935549768,F321Q2E1,17
D935552872,F321Q2E1,17
D935552964,C81IAAE1,17
D935560899,C82MHAE1,17
D935562790,F321Q2E1,17
D935563166,F321Q2E1,17
D935568541,F321Q2E1,17
D935614712,F321Q2E1,17
D935626656,C82MHAE1,17
D935629680,F321Q2E1,17
D935650754,J5BSMAE1,17
D935657292,L82113E1,17
D935659148,C82MHAE1,17
D935660052,L82113E1,17
D935714931,F321Q2E1,17
D935720666,C82MHAE1,17
D935730746,F311M0E1,17
D935751718,C12328E1,17
D935755130,C12328E1,17
D935774511,F321Q2E1,17
D935789331,F321Q2E1,17
D935821332,F321Q2E1,17
D935870639,F321Q2E1,17
D935872987,F321Q2E1,17
D935877616,J5BSMAE1,17
D935898862,C82MHAE1,17
D935914221,F321Q2E1,17
D935921986,J5BSMAE1,17
D935930933,C81IAAE1,17
D935935466,F321Q2E1,17
D935937909,C12328E1,17
D935943210,C12328E1,17
D935981463,L82113E1,17
D935983641,F321Q2E1,17
D935984729,F321Q2E1,17
D936006161,C12328E1,17
D936009988,F321Q2E1,17
D936113942,F321Q2E1,17
D936127787,L82113E1,17
D936132714,F321Q2E1,17
D936155012,J5BSMAE1,17
D936156709,F321Q2E1,17
D936185008,F321Q2E1,17
D936194217,J5BSMAE1,17
D936197182,C12328E1,17
D936202408,C82MHAE1,17
D936254658,F311M0E1,17
D936262583,C12328E1,17
D936268264,L82113E1,17
D936322566,C82MHAE1,17
D936353814,F321Q2E1,17
D936377359,F321Q2E1,17
D936394404,F321Q2E1,17
D936420655,C12328E1,17
D936428835,F321Q2E1,17
D936431053,F321Q2E1,17
D936478597,C12328E1,17
D936509503,F321Q2E1,17
D936532822,F321Q2E1,17
D936544098,C12328E1,17
D936579805,N11103E1,17
D936584913,C12328E1,17
D936597326,F321Q2E1,17
D936601357,C82MHAE1,17
D936601450,F321Q2E1,17
D936634872,F321Q2E1,17
D936663573,C12328E1,17
D936711922,J5BSMAE1,17
D936730990,C12328E1,17
D936770310,F321Q2E1,17
D936847379,F321Q2E1,17
D936869968,F321Q2E1,17
D936938079,F321Q2E1,17
D936975856,F321Q2E1,17
D936987309,F321Q2E1,17
D936995201,F321Q2E1,17
D937022658,L82113E1,17
D937071807,F321Q2E1,17
D937102709,F321Q2E1,17
D937265211,F321Q2E1,17
D937506103,F311M0E1,17
D937628900,J5BSMAE1,17
D937658974,F321Q2E1,17
D937798133,L82113E1,17
D937860968,C12328E1,17
D937890208,C13567E1,17
D937891489,C13567E1,17
D937952894,J5BSMAE1,17
D938059967,F321Q2E1,17
D938087502,F321Q2E1,17
D938155982,F321Q2E1,17
D938218379,F321Q2E1,17
D938235516,F321Q2E1,17
D939833016,C12328E1,17
D939833153,F321Q2E1,17
D939833234,F321Q2E1,17
D940011267,C81IAAE1,17
D940011854,F311M0E1,17
D940011887,F311M0E1,17
D940011902,F311M0E1,17
D940011968,C81IAAE1,17
D940012345,F311M0E1,17
D940012828,F311M0E1,17
D940012909,C81IAAE1,17
D940012998,F311M0E1,17
D940013032,F311M0E1,17
D940013124,C81IAAE1,17
D940013696,C81IAAE1,17
D940014154,C81IAAE1,17
D940014305,F311M0E1,17
D940014501,F311M0E1,17
D940014545,F311M0E1,17
D940014590,F311M0E1,17
D940014729,F311M0E1,17
D940015139,C81IAAE1,17
D940015391,N11103E1,17
D940015449,N11103E1,17
D940015564,F311M0E1,17
D940015689,N11103E1,17
D940015896,F311M0E1,17
D940016516,F311M0E1,17
D940016767,F311M0E1,17
D940016929,V7A101E1,17
D940016974,N11103E1,17
D940016996,N11103E1,17
D940017085,F311M0E1,17
D940017188,F311M0E1,17
D940017384,F311M0E1,17
D940017524,F311M0E1,17
D940017742,F311M0E1,17
D940017845,F311M0E1,17
D940017878,G111DGE1,17
D940017982,F311M0E1,17
D940018071,F311M0E1,17
D940018288,F311M0E1,17
D940018369,C81IAAE1,17
D940018428,F311M0E1,17
D940018473,F311M0E1,17
D940018484,F311M0E1,17
D940018495,F311M0E1,17
D940018521,F311M0E1,17
D940018808,F311M0E1,17
D940018820,F311M0E1,17
D940018989,F311M0E1,17
D940019377,F311M0E1,17
D940019469,F311M0E1,17
D940019551,F311M0E1,17
D940019654,F311M0E1,17
D940019920,F311M0E1,17
D940019986,C81IAAE1,17
D940020096,F311M0E1,17
D940020177,C81IAAE1,17
D940020317,F311M0E1,17
D940020362,F311M0E1,17
D940020476,F311M0E1,17
D940020638,F311M0E1,17
D940020971,F311M0E1,17
D940021347,F311M0E1,17
D940021521,F311M0E1,17
D940021901,F311M0E1,17
D940022023,F311M0E1,17
D940022193,F311M0E1,17
D940022252,C81IAAE1,17
D940022296,L31004E1,17
D940022355,V7A101E1,17
D940022713,C81IAAE1,17
D940022724,C81IAAE1,17
D940022997,F311M0E1,17
D940023536,C81IAAE1,17
D940023569,F311M0E1,17
D940023592,F311M0E1,17
D940023617,F311M0E1,17
D940023798,N11103E1,17
D940024005,F311M0E1,17
D940024348,F311M0E1,17
D940024692,F311M0E1,17
D940024717,F311M0E1,17
D940024887,F311M0E1,17
D940024898,F311M0E1,17
D940024924,N11103E1,17
D940025091,C81IAAE1,17
D940025286,F311M0E1,17
D940025389,F311M0E1,17
D940025390,C81IAAE1,17
D940025459,G111DGE1,17
D940025460,C81IAAE1,17
D940025507,F311M0E1,17
D940025622,C81IAAE1,17
D940025839,F311M0E1,17
D940026102,F311M0E1,17
D940026272,N11103E1,17
D940026386,F311M0E1,17
D940026696,F311M0E1,17
D940026744,F311M0E1,17
D940026973,F311M0E1,17
D940027040,F311M0E1,17
D940027095,F311M0E1,17
D940027132,C81IAAE1,17
D940027176,C81IAAE1,17
D940027442,F311M0E1,17
D940027453,F311M0E1,17
D940027936,F311M0E1,17
D940028140,F311M0E1,17
D940028346,C81IAAE1,17
D940028450,C81IAAE1,17
D940028461,F311M0E1,17
D940028494,F311M0E1,17
D940029310,F311M0E1,17
D940029583,F311M0E1,17
D940029767,G111DGE1,17
D940029893,F311M0E1,17
D940030442,V7A101E1,17
D940030578,C81IAAE1,17
D940030660,F311M0E1,17
D940030682,F311M0E1,17
D940031070,F311M0E1,17
D940031298,C81IAAE1,17
D940031494,F311M0E1,17
D940032240,F311M0E1,17
D940032538,F311M0E1,17
D940033188,C81IAAE1,17
D940033373,C81IAAE1,17
D940033535,F311M0E1,17
D940033764,C81IAAE1,17
D940034026,C81IAAE1,17
D940034406,F311M0E1,17
D940035621,F311M0E1,17
D940035676,F311M0E1,17
D940035687,C81IAAE1,17
D940035713,C81IAAE1,17
D940036123,F311M0E1,17
D940036156,F311M0E1,17
D940036329,C81IAAE1,17
D940036547,C81IAAE1,17
D940036709,V7A101E1,17
D940037681,F311M0E1,17
D940038507,F311M0E1,17
D940038644,N11103E1,17
D940039113,F311M0E1,17
D940039124,F311M0E1,17
D940041688,F321Q2E1,17
D940041714,F321Q2E1,17
D940041909,F321Q2E1,17
D940050439,C82MHAE1,17
D940054253,L82113E1,17
D940054264,C81IAAE1,17
D940054312,V7A101E1,17
D940054574,F311M0E1,17
D940054998,V7A101E1,17
D940055157,F311M0E1,17
D940055179,F311M0E1,17
D943759461,C81IAAE1,17
D944903056,C81IAAE1,17
D945218986,C81IAAE1,17
D945450368,C81IAAE1,17
D945865609,F311M0E1,17
D946113020,F311M0E1,17
D946225493,L31004E1,17
F914528803,H72IRNE1,17
F916080156,H2CV03E1,17
F916139421,H2CV03E1,17
F916208174,H2CV03E1,17
F916412151,H2CV03E1,17
F916427395,H2CV03E1,17
F916495671,H3BDM3E1,17
F916620620,H2CV03E1,17
F916798343,H2CV03E1,17
F920078705,H2CV03E1,17
F920326101,H2CV03E1,17
F920465271,C81IAAE1,17
F920624742,H2CV03E1,17
F920645220,H3BDM3E1,17
F920681941,H2CV03E1,17
F920846643,H2CV03E1,17
F920928204,H2CV03E1,17
F921001603,H2CV03E1,17
F921026581,HG2J3BE1,17
F921169383,H2CV03E1,17
F921226099,HG2J3BE1,17
F921394985,HG2J3BE1,17
F921539324,H72IRNE1,17
F921625580,L82113E1,17
F921842154,C81IAAE1,17
F921876919,H72IRNE1,17
F922108237,J5BSMAE1,17
F922122783,H72IRNE1,17
F922597497,J5BSMAE1,17
F922780701,H3BDM3E1,17
F922827213,H3BDM3E1,17
F922981401,J5BSMAE1,17
F923323143,H71EMPE1,17
F923517731,H3BDM3E1,17
F923552226,HG2J3BE1,17
F926459991,H72IRNE1,17
F930000013,H72IRNE1,17
F930067809,H3BDM3E1,17
F930095765,H3BDM3E1,17
F930156181,H3BDM3E1,17
F930177625,H3BDM3E1,17
F930228651,H3BDM3E1,17
F930273466,HG2J3BE1,17
F930349015,H72IRNE1,17
F930440909,H72IRNE1,17
F930661618,H3BDM3E1,17
F930701464,H3BDM3E1,17
F930741345,H3BDM3E1,17
F930778156,H72IRNE1,17
F930864758,H3BDM3E1,17
F931093306,H72IRNE1,17
F931174580,H3BDM3E1,17
F931286458,H72IRNE1,17
F931367414,H3BDM3E1,17
F931393310,H3BDM3E1,17
F931438666,H72IRNE1,17
F931697274,H3BDM3E1,17
F931756696,H72IRNE1,17
F931849851,H72IRNE1,17
F935032293,H3BDM3E1,17
F935033898,H3BDM3E1,17
F935056510,H3BDM3E1,17
F935080995,H3BDM3E1,17
F935103836,H72IRNE1,17
F935120660,H3BDM3E1,17
F935147461,H72IRNE1,17
F935175981,H72IRNE1,17
F935193240,H72IRNE1,17
F935194074,H72IRNE1,17
F935201648,J1A203E1,17
F935202058,H72IRNE1,17
F935211186,H3BDM3E1,17
F935264388,H72IRNE1,17
F935269154,H3BDM3E1,17
F935271146,H3BDM3E1,17
F935289989,H3BDM3E1,17
F935303126,H72IRNE1,17
F935367036,H3BDM3E1,17
F935394722,H3BDM3E1,17
F935399244,H3BDM3E1,17
F935402865,J1A203E1,17
F935408409,H3BDM3E1,17
F935414949,H3BDM3E1,17
F935416507,HG2J3BE1,17
F935429851,H72IRNE1,17
F935430226,H3BDM3E1,17
F935438657,H3BDM3E1,17
F935438772,H3BDM3E1,17
F935442458,H3BDM3E1,17
F935445921,H72IRNE1,17
F935463545,H72IRNE1,17
F935468034,H72IRNE1,17
F935474301,H3BDM3E1,17
F935491445,H3BDM3E1,17
F935491928,H72IRNE1,17
F935495834,H3BDM3E1,17
F935525049,H3BDM3E1,17
F935532999,H3BDM3E1,17
F935555574,H3BDM3E1,17
F935579042,H3BDM3E1,17
F935604160,HG2J3BE1,17
F935614044,H3BDM3E1,17
F935614446,H3BDM3E1,17
F935619315,H71EMPE1,17
F935620698,H3BDM3E1,17
F935634570,HG2J3BE1,17
F935645233,H72IRNE1,17
F935658587,H72IRNE1,17
F935670109,H3BDM3E1,17
F935674819,H3BDM3E1,17
F935677234,H71EMPE1,17
F935679353,H3BDM3E1,17
F935696051,H3BDM3E1,17
F935703348,H3BDM3E1,17
F935711273,H3BDM3E1,17
F935738524,H3BDM3E1,17
F935743779,H3BDM3E1,17
F935763489,H3BDM3E1,17
F935785643,J1A203E1,17
F935800278,H3BDM3E1,17
F935800500,H3BDM3E1,17
F935812374,HG2J3BE1,17
F935858888,H71EMPE1,17
F935872655,H72IRNE1,17
F935894440,H3BDM3E1,17
F935908840,H72IRNE1,17
F935909467,HG2J3BE1,17
F935911172,HG2J3BE1,17
F935912308,J5BSMAE1,17
F935915273,H72IRNE1,17
F935920853,HG2J3BE1,17
F935928343,H72IRNE1,17
F935930634,H72IRNE1,17
F935954618,H3BDM3E1,17
F935954711,H3BDM3E1,17
F935978784,H3BDM3E1,17
F935981544,H3BDM3E1,17
F936008464,H3BDM3E1,17
F936012690,H3BDM3E1,17
F936058805,H3BDM3E1,17
F936060093,HG2J3BE1,17
F936073668,H3BDM3E1,17
F936088628,H3BDM3E1,17
F936103655,J1A203E1,17
F936106368,H3BDM3E1,17
F936106911,H72IRNE1,17
F936114802,H3BDM3E1,17
F936135863,HG2J3BE1,17
F936149974,H3BDM3E1,17
F936171986,H3BDM3E1,17
F936188021,H3BDM3E1,17
F936234580,H72IRNE1,17
F936239851,H3BDM3E1,17
F936244729,H3BDM3E1,17
F936257486,H3BDM3E1,17
F936269320,HG2J3BE1,17
F936282260,H72IRNE1,17
F936289029,H3BDM3E1,17
F936320436,H3BDM3E1,17
F936328524,H3BDM3E1,17
F936334547,H3BDM3E1,17
F936340906,H3BDM3E1,17
F936350606,H3BDM3E1,17
F936372192,H3BDM3E1,17
F936400772,HG2J3BE1,17
F936427997,H3BDM3E1,17
F936490887,H3BDM3E1,17
F936500980,H3BDM3E1,17
F936512710,H72IRNE1,17
F936532316,HG2J3BE1,17
F936564650,HG2J3BE1,17
F936572622,H3BDM3E1,17
F936572770,H3BDM3E1,17
F936646004,H3BDM3E1,17
F936707280,H3BDM3E1,17
F936744296,HG2J3BE1,17
F936765084,H3BDM3E1,17
F936788670,H3BDM3E1,17
F936794903,H3BDM3E1,17
F936807801,HG2J3BE1,17
F936824060,H72IRNE1,17
F936873611,H3BDM3E1,17
F936882370,H3BDM3E1,17
F936889058,H3BDM3E1,17
F936922218,H3BDM3E1,17
F936922229,H3BDM3E1,17
F936964931,H3BDM3E1,17
F936980698,H72IRNE1,17
F937015650,HG2J3BE1,17
F937036161,J1A203E1,17
F937043310,H72IRNE1,17
F937047592,H3BDM3E1,17
F937080430,J1A203E1,17
F937091469,H72IRNE1,17
F937109096,H3BDM3E1,17
F937118478,HG2J3BE1,17
F937120286,H72IRNE1,17
F937170786,H72IRNE1,17
F937175080,H71EMPE1,17
F937195446,HG2J3BE1,17
F937219694,H3BDM3E1,17
F937255474,H3BDM3E1,17
F937279148,H72IRNE1,17
F937285622,H3BDM3E1,17
F937376757,H3BDM3E1,17
F937378751,HG2J3BE1,17
F937442362,H72IRNE1,17
F937489633,HG2J3BE1,17
F937492611,H3BDM3E1,17
F937493445,H3BDM3E1,17
F937513765,H3BDM3E1,17
F937606894,H72IRNE1,17
F937629192,H72IRNE1,17
F937654493,H3BDM3E1,17
F937681271,H72IRNE1,17
F937695407,H72IRNE1,17
F937714823,H72IRNE1,17
F937859489,H72IRNE1,17
F937870532,H72IRNE1,17
F937908581,J5BSMAE1,17
F937939013,H72IRNE1,17
F937965746,H72IRNE1,17
F938000062,H72IRNE1,17
F938025353,HG2J3BE1,17
F938076894,H3BDM3E1,17
F938081832,H3BDM3E1,17
F938122364,H3BDM3E1,17
F938319861,H72IRNE1,17
F938401616,H72IRNE1,17
F938466073,H72IRNE1,17
F938522634,HG2J3BE1,17
F938544108,H3BDM3E1,17
F938547970,H3BDM3E1,17
F938566971,HG2J3BE1,17
F938662929,H72IRNE1,17
F938734569,H72IRNE1,17
F938769837,H72IRNE1,17
F938789248,H72IRNE1,17
F938849416,H3BDM3E1,17
F938918413,H3BDM3E1,17
F938968773,J1A203E1,17
F939831045,HG2J3BE1,17
F939968732,H72IRNE1,17
F940012068,H71EMPE1,17
F940012921,J1A203E1,17
F940015667,H71EMPE1,17
F940015852,H71EMPE1,17
F940016620,H71EMPE1,17
F940017133,H71EMPE1,17
F940017661,H71EMPE1,17
F940017775,H71EMPE1,17
F940018082,J1A203E1,17
F940018990,H71EMPE1,17
F940019827,C81IAAE1,17
F940020650,H71EMPE1,17
F940020742,H71EMPE1,17
F940022160,H71EMPE1,17
F940023994,H71EMPE1,17
F940024119,J1A203E1,17
F940024120,J1A203E1,17
F940024256,H71EMPE1,17
F940024968,J1A203E1,17
F940025057,J1A203E1,17
F940025312,H71EMPE1,17
F940025356,H71EMPE1,17
F940025530,H71EMPE1,17
F940026261,H71EMPE1,17
F940026733,J1A203E1,17
F940027224,H71EMPE1,17
F940027486,H71EMPE1,17
F940027615,J1A203E1,17
F940027811,H71EMPE1,17
F940027899,J1A203E1,17
F940028070,J1A203E1,17
F940028380,H71EMPE1,17
F940029099,H71EMPE1,17
F940030051,H71EMPE1,17
F940030132,H71EMPE1,17
F940030420,J1A203E1,17
F940030431,J1A203E1,17
F940030811,J1A203E1,17
F940030914,H71EMPE1,17
F940031472,H71EMPE1,17
F940031793,H71EMPE1,17
F940032387,J1A203E1,17
F940032790,J1A203E1,17
F940033203,J1A203E1,17
F940033638,H71EMPE1,17
F940033960,J1A203E1,17
F940034071,H71EMPE1,17
F940034451,H71EMPE1,17
F940034565,J1A203E1,17
F940034989,H3BDM3E1,17
F940035001,H71EMPE1,17
F940035252,J1A203E1,17
F940035333,J1A203E1,17
F940035366,H71EMPE1,17
F940035551,J1A203E1,17
F940035643,H71EMPE1,17
F940035827,H71EMPE1,17
F940035920,H72IRNE1,17
F940036064,H71EMPE1,17
F940036145,J1A203E1,17
F940036499,J1A203E1,17
F940036721,J1A203E1,17
F940036868,H71EMPE1,17
F940037038,J1A203E1,17
F940037131,J1A203E1,17
F940037278,H71EMPE1,17
F940037289,J1A203E1,17
F940037441,J1A203E1,17
F940037555,H71EMPE1,17
F940037625,H71EMPE1,17
F940037706,J1A203E1,17
F940037924,H71EMPE1,17
F940037946,J1A203E1,17
F940038150,H3BDM3E1,17
F940038334,H71EMPE1,17
F940038345,H72IRNE1,17
F940038390,H71EMPE1,17
F940038448,H71EMPE1,17
F940038530,C81IAAE1,17
F940038600,H71EMPE1,17
F940038688,J1A203E1,17
F940038736,C81IAAE1,17
F940038747,J1A203E1,17
F940038817,H71EMPE1,17
F940038839,H71EMPE1,17
F940038884,H71EMPE1,17
F940038921,H71EMPE1,17
F940039010,H71EMPE1,17
F940039054,H71EMPE1,17
F940039216,J1A203E1,17
F940040692,H71EMPE1,17
F940040728,J1A203E1,17
F940040968,J1A203E1,17
F940048735,H2CV03E1,17
F940049916,H3BDM3E1,17
F940055663,J1A203E1,17
F940055674,J1A203E1,17
F940055685,J1A203E1,17
F943752392,J1A203E1,17
F944014972,C81IAAE1,17
F945020471,J1A203E1,17
F945193410,H71EMPE1,17
F945490939,H71EMPE1,17
F945798329,J1A203E1,17
F946153004,H71EMPE1,17
F946316746,H71EMPE1,17
F946795217,H71EMPE1,17
A904679991,Q8B075E1,18
A914123099,V13111E1,18
A916243843,M1B373E1,18
A916456797,H7CHCME1,18
A917433425,V13111E1,18
A917642511,Q8B096E1,18
A918762351,V12127E1,18
A920057386,V13111E1,18
A920097599,Q3A201E1,18
A920131837,V13111E1,18
A920148846,V13111E1,18
A920155154,LK10GAE1,18
A920299861,V13111E1,18
A920412644,V12127E1,18
A920486900,V13111E1,18
A920872608,V13111E1,18
A920964154,V13111E1,18
A921903307,LK10GAE1,18
A922475852,V13111E1,18
A926170454,V13111E1,18
A926633225,V13111E1,18
A926975930,V7A105E1,18
A928312027,R8B032E1,18
A928381311,V7A105E1,18
A930504647,Q8B075E1,18
A930952077,Q8B075E1,18
A931201509,V7A105E1,18
A931778551,R8B032E1,18
A935036291,V12127E1,18
A935086595,V61120E1,18
A935102297,V12127E1,18
A935111587,V7A105E1,18
A935163601,LK10GAE1,18
A935249433,V12127E1,18
A935254493,V7A105E1,18
A935301834,M1B373E1,18
A935308316,LK10GAE1,18
A935314742,V61120E1,18
A935321359,V12127E1,18
A935331026,V7A105E1,18
A935358241,V12127E1,18
A935385421,N1B410E1,18
A935390816,V12127E1,18
A935454819,M1B373E1,18
A935479476,LK10GAE1,18
A935492914,V7A105E1,18
A935503092,LK10GAE1,18
A935556490,V12127E1,18
A935921584,LK10GAE1,18
A936071516,V12127E1,18
A936122427,Q8B075E1,18
A936258025,V7A105E1,18
A936387945,V12127E1,18
A936400222,V7A105E1,18
A936569976,Q8B075E1,18
A936577580,LK10GAE1,18
A936587659,Q3A201E1,18
A936598518,V7A105E1,18
A936633668,LK10GAE1,18
A936682057,V12127E1,18
A936810443,LK10GAE1,18
A936916631,V61120E1,18
A936951182,Q3A201E1,18
A937171288,V12127E1,18
A937218608,L3B015E1,18
A937246704,V12127E1,18
A937430163,Q3A201E1,18
A937769018,Q3A201E1,18
A937782660,M1B373E1,18
A938464024,V12127E1,18
A938473727,R8B032E1,18
A938888770,R8B032E1,18
A939966244,V61120E1,18
A939968743,V12127E1,18
A940001316,V7A105E1,18
A940001844,V7A105E1,18
A940001877,V13111E1,18
A940002232,LK10GAE1,18
A940002483,V7A105E1,18
A940002678,M1B373E1,18
A940011289,Q3A201E1,18
A940011555,Q3A201E1,18
A940011647,Q3A201E1,18
A940012013,V61120E1,18
A940012116,Q3A201E1,18
A940012334,V61120E1,18
A940012378,R21206E1,18
A940012507,Q3A201E1,18
A940012677,V7A105E1,18
A940012703,R21206E1,18
A940012895,R21206E1,18
A940012943,LK10GAE1,18
A940013238,Q3A201E1,18
A940013489,R21206E1,18
A940013892,Q3A201E1,18
A940014132,R21206E1,18
A940014279,Q3A201E1,18
A940014316,Q3A201E1,18
A940014349,R21206E1,18
A940014350,V61120E1,18
A940014523,V7A105E1,18
A940014589,R21206E1,18
A940014637,R21206E1,18
A940014707,V61120E1,18
A940015140,Q3A201E1,18
A940015254,V61120E1,18
A940015265,R21206E1,18
A940015298,R21206E1,18
A940015438,V7A105E1,18
A940015519,Q3A201E1,18
A940016309,V7A105E1,18
A940016561,R21206E1,18
A940016619,V61120E1,18
A940016778,Q3A201E1,18
A940016826,L31107E1,18
A940017214,V7A105E1,18
A940017638,Q3A201E1,18
A940017649,Q3A201E1,18
A940018015,Q3A201E1,18
A940018118,Q3A201E1,18
A940018266,Q3A201E1,18
A940018336,V7A105E1,18
A940018440,Q3A201E1,18
A940018510,Q3A201E1,18
A940018680,R21206E1,18
A940018897,Q3A201E1,18
A940019078,Q3A201E1,18
A940019230,V61120E1,18
A940019311,Q3A201E1,18
A940019322,V61120E1,18
A940019388,Q3A201E1,18
A940019665,Q3A201E1,18
A940019805,R21206E1,18
A940019883,Q3A201E1,18
A940019997,Q3A201E1,18
A940020052,Q3A201E1,18
A940020258,LK10GAE1,18
A940020683,R21206E1,18
A940020786,Q3A201E1,18
A940021222,L31107E1,18
A940021266,R21206E1,18
A940021370,Q3A201E1,18
A940021381,Q3A201E1,18
A940021509,R21206E1,18
A940021691,R21206E1,18
A940021853,V61120E1,18
A940022034,V61120E1,18
A940022311,Q3A201E1,18
A940022539,V7A105E1,18
A940022573,R21206E1,18
A940022676,V61120E1,18
A940022698,V61120E1,18
A940022779,LK10GAE1,18
A940022849,R21206E1,18
A940022850,V7A105E1,18
A940022931,V61120E1,18
A940023008,V7A105E1,18
A940023178,Q3A201E1,18
A940023293,Q3A201E1,18
A940023628,V61120E1,18
A940023754,V7A105E1,18
A940023880,V61120E1,18
A940024577,R21206E1,18
A940024614,R21206E1,18
A940025367,V61120E1,18
A940025600,V7A105E1,18
A940026504,LK10GAE1,18
A940026526,V7A105E1,18
A940026917,Q3A201E1,18
A940027121,V7A105E1,18
A940027268,Q3A201E1,18
A940027682,V61120E1,18
A940027741,R21206E1,18
A940027970,Q3A201E1,18
A940028081,Q3A201E1,18
A940028232,R21206E1,18
A940028690,Q3A201E1,18
A940028726,Q3A201E1,18
A940029103,R21206E1,18
A940029169,V61120E1,18
A940029387,V61120E1,18
A940029457,V61120E1,18
A940029918,V61120E1,18
A940030143,R21206E1,18
A940030833,V61120E1,18
A940030877,Q3A201E1,18
A940030888,V61120E1,18
A940031106,V61120E1,18
A940031667,Q3A201E1,18
A940032000,V7A105E1,18
A940032158,Q3A201E1,18
A940032516,V61120E1,18
A940032778,V61120E1,18
A940033074,Q3A201E1,18
A940033421,V61120E1,18
A940033616,V61120E1,18
A940033694,V61120E1,18
A940033845,Q3A201E1,18
